tempmax;tempmin;temp;feelslikemax;feelslikemin;feelslike;dew;humidity;precip;precipprob;precipcover;preciptype;snow;snowdepth;windgust;windspeed;winddir;sealevelpressure;cloudcover;visibility;solarradiation;solarenergy;uvindex;severerisk;moonphase;weathercondition
23.1;11.3;17.1;23.1;11.3;17.1;8.6;59.4;0.0;0.0;0.0;;0.0;0.0;37.1;22.0;49.0;1017.9;34.0;17.5;177.3;15.4;6.0;;0.1;partly-cloudy-day
22.5;14.2;17.5;22.5;14.2;17.5;9.4;60.5;0.249;100.0;4.17;rain;0.0;0.0;42.5;21.7;56.2;1018.1;56.0;17.5;157.0;13.5;7.0;;0.14;rain
23.6;12.2;17.2;23.6;12.2;17.2;8.5;59.9;0.008;100.0;4.17;rain;0.0;0.0;24.1;9.2;42.4;1018.7;35.3;17.3;167.6;14.4;6.0;;0.17;rain
24.7;11.3;17.8;24.7;11.3;17.8;8.5;57.8;0.0;0.0;0.0;;0.0;0.0;26.3;14.3;44.5;1017.8;6.1;17.6;173.9;15.2;6.0;;0.2;clear-day
25.8;12.6;18.5;25.8;12.6;18.5;7.9;52.4;0.0;0.0;0.0;;0.0;0.0;38.9;14.1;49.8;1017.4;46.1;12.0;168.3;14.7;6.0;;0.25;partly-cloudy-day
24.5;13.7;18.9;24.5;13.7;18.9;8.7;53.4;0.312;100.0;4.17;rain;0.0;0.0;24.8;15.0;36.1;1015.8;50.3;11.4;171.7;14.8;6.0;;0.26;rain
24.2;12.3;17.7;24.2;12.3;17.7;8.0;55.0;0.0;0.0;0.0;;0.0;0.0;16.9;11.0;75.7;1015.1;33.9;9.4;160.0;13.8;6.0;;0.3;partly-cloudy-day
23.7;10.9;17.1;23.7;10.9;17.1;7.6;55.5;0.245;100.0;4.17;rain;0.0;0.0;27.0;9.2;55.3;1015.5;43.2;15.4;149.8;13.0;5.0;;0.33;rain
23.0;12.6;17.6;23.0;12.6;17.6;9.1;59.6;0.393;100.0;8.33;rain;0.0;0.0;29.5;11.0;62.8;1014.3;60.9;16.7;161.3;13.9;6.0;;0.36;rain
14.1;10.0;12.4;14.1;10.0;12.4;10.5;88.8;20.067;100.0;8.33;rain;0.0;0.0;25.6;11.9;47.3;1014.4;82.0;16.0;102.9;8.8;4.0;;0.39;rain
17.7;6.8;12.3;17.7;5.4;12.2;8.3;79.1;0.0;0.0;0.0;;0.0;0.0;15.8;7.4;46.5;1018.6;38.4;13.6;126.4;10.8;5.0;;0.43;partly-cloudy-day
19.6;9.6;14.3;19.6;9.1;14.2;8.9;72.0;0.006;100.0;4.17;rain;0.0;0.0;25.9;10.9;59.1;1016.3;55.6;14.6;141.3;12.1;5.0;;0.46;rain
19.9;10.0;13.3;19.9;10.0;13.3;9.9;81.4;4.82;100.0;12.5;rain;0.0;0.0;52.2;14.1;241.8;1006.4;74.6;13.7;147.9;12.9;6.0;;0.5;rain
10.3;2.8;6.1;10.3;1.9;5.3;-0.7;62.2;0.0;0.0;0.0;;0.0;0.0;36.4;11.5;244.9;1018.2;29.1;16.6;144.8;12.5;6.0;;0.56;partly-cloudy-day
14.2;0.8;7.3;14.2;-0.6;7.1;1.3;68.7;0.0;0.0;0.0;;0.0;0.0;24.1;7.4;12.8;1026.3;2.1;16.3;164.4;14.1;6.0;;0.6;clear-day
18.5;2.2;9.2;18.5;0.1;8.7;2.2;66.3;0.0;0.0;0.0;;0.0;0.0;15.5;7.5;56.6;1028.2;2.8;16.4;163.6;14.1;6.0;;0.63;clear-day
21.5;3.3;11.0;21.5;2.5;10.7;2.0;59.5;0.0;0.0;0.0;;0.0;0.0;14.0;9.7;52.8;1026.5;0.0;16.5;164.0;14.1;6.0;;0.67;clear-day
22.4;3.5;11.7;22.4;2.5;11.4;1.3;54.9;0.0;0.0;0.0;;0.0;0.0;14.8;8.7;47.3;1025.4;25.7;12.6;157.6;13.5;6.0;;0.7;partly-cloudy-day
21.6;4.9;11.9;21.6;4.9;11.9;2.2;55.6;0.0;0.0;0.0;;0.0;0.0;15.8;6.2;52.1;1026.8;34.1;16.6;156.5;13.3;6.0;;0.75;partly-cloudy-day
23.1;5.0;12.9;23.1;3.4;12.6;-0.7;45.6;0.0;0.0;0.0;;0.0;0.0;19.4;10.8;47.5;1027.7;11.7;13.9;151.6;13.1;6.0;;0.77;clear-day
22.7;5.1;12.9;22.7;5.1;12.9;-1.2;41.5;0.0;0.0;0.0;;0.0;0.0;15.8;8.9;49.4;1025.2;0.0;17.3;153.6;13.3;6.0;;0.81;clear-day
17.2;5.1;11.3;17.2;4.5;10.8;1.4;51.9;0.0;0.0;0.0;;0.0;0.0;31.3;19.7;52.9;1023.3;0.0;15.7;153.6;13.3;6.0;;0.85;clear-day
19.8;7.0;12.7;19.8;5.4;12.0;3.0;55.0;0.0;0.0;0.0;;0.0;0.0;31.0;18.3;46.8;1022.3;0.4;17.5;146.6;12.7;6.0;;0.88;clear-day
19.1;7.2;12.2;19.1;6.3;12.1;-1.0;43.8;0.0;0.0;0.0;;0.0;0.0;28.1;17.4;51.2;1019.0;4.2;16.6;150.1;13.0;6.0;;0.92;clear-day
18.0;4.1;10.8;18.0;3.1;10.5;0.1;49.7;0.0;0.0;0.0;;0.0;0.0;16.6;12.9;50.5;1018.9;0.0;17.5;142.6;12.3;6.0;;0.95;clear-day
15.0;3.3;8.9;15.0;1.9;8.4;2.6;66.6;0.0;0.0;0.0;;0.0;0.0;16.2;10.4;53.8;1021.3;0.4;15.0;141.1;12.0;6.0;;0.0;clear-day
16.0;1.9;8.4;16.0;0.3;7.9;2.2;66.9;0.0;0.0;0.0;;0.0;0.0;17.6;7.3;44.7;1020.5;10.9;13.9;141.3;12.3;6.0;;0.02;clear-day
15.0;6.1;9.9;15.0;5.1;9.8;3.4;65.0;0.0;0.0;0.0;;0.0;0.0;15.1;11.0;47.5;1019.2;67.8;12.9;105.9;9.1;5.0;;0.05;partly-cloudy-day
16.0;7.3;11.1;16.0;6.4;10.6;2.5;57.2;0.0;0.0;0.0;;0.0;0.0;17.3;13.4;50.7;1018.5;59.8;16.0;97.9;8.4;4.0;;0.09;partly-cloudy-day
15.6;1.9;8.5;15.6;0.1;8.1;0.7;60.1;0.0;0.0;0.0;;0.0;0.0;16.9;9.2;37.8;1024.6;11.4;12.4;137.3;12.0;5.0;;0.15;clear-day
12.3;3.8;8.3;12.3;2.3;7.2;0.8;60.1;0.0;0.0;0.0;;0.0;0.0;22.7;15.4;37.4;1024.1;51.9;12.1;122.9;10.6;5.0;;0.18;partly-cloudy-day
9.1;0.4;4.6;8.5;0.4;3.4;-3.4;57.3;0.0;0.0;0.0;;0.0;0.0;34.2;14.5;42.1;1021.2;30.9;16.3;117.0;10.1;5.0;;0.22;partly-cloudy-day
7.0;-2.6;2.8;7.0;-3.2;2.5;-4.6;59.8;0.0;0.0;0.0;;0.0;0.0;15.1;8.6;49.5;1018.9;49.2;17.0;116.5;10.0;5.0;;0.25;partly-cloudy-day
7.1;2.0;4.6;5.4;1.9;3.6;-1.9;62.8;0.0;0.0;0.0;;0.0;0.0;31.3;12.4;241.7;1020.3;70.4;14.7;92.5;7.9;4.0;;0.28;partly-cloudy-day
7.7;-0.8;4.1;7.7;-2.2;3.7;-1.3;69.5;0.0;0.0;0.0;;0.0;0.0;21.6;8.8;78.4;1027.2;70.8;12.6;77.2;6.6;3.0;;0.31;partly-cloudy-day
10.9;5.1;7.6;10.9;4.0;7.1;2.0;68.4;0.004;100.0;4.17;rain;0.0;0.0;15.8;9.3;44.9;1023.3;90.6;14.9;75.2;6.5;4.0;;0.34;rain
16.3;4.8;10.4;16.3;2.7;9.7;4.7;69.4;0.528;100.0;8.33;rain;0.0;0.0;28.4;12.0;58.4;1018.3;53.1;13.9;119.9;10.3;5.0;;0.38;rain
16.1;7.1;11.8;16.1;7.1;11.8;6.9;72.9;0.108;100.0;4.17;rain;0.0;0.0;29.5;10.8;241.9;1020.7;71.6;13.6;86.7;7.5;4.0;;0.41;rain
14.8;7.8;11.0;14.8;7.8;11.0;6.7;76.0;0.81;100.0;4.17;rain;0.0;0.0;23.8;6.7;42.3;1016.4;81.5;10.8;64.5;5.6;3.0;;0.44;rain
13.7;6.2;9.7;13.7;6.2;9.7;6.3;80.7;0.007;100.0;4.17;rain;0.0;0.0;22.0;9.0;280.6;1013.0;55.5;12.1;91.1;7.8;4.0;;0.47;rain
9.7;5.7;8.2;8.5;2.8;6.3;4.0;75.7;1.667;100.0;4.17;rain;0.0;0.0;34.2;24.1;45.2;1018.0;79.4;15.5;39.0;3.4;2.0;;0.5;rain
8.6;0.2;4.3;7.3;-2.9;2.1;-1.6;66.4;0.0;0.0;0.0;;0.0;0.0;25.6;17.8;52.4;1024.3;12.6;15.6;118.5;10.2;5.0;;0.54;clear-day
8.0;-2.3;2.1;8.0;-4.6;1.5;-1.3;79.4;0.0;0.0;0.0;;0.0;0.0;16.2;6.8;51.9;1022.7;23.8;14.0;109.5;9.5;5.0;;0.58;partly-cloudy-day
11.5;-1.9;4.9;11.5;-4.3;4.1;0.7;76.0;0.0;0.0;0.0;;0.0;0.0;35.6;8.2;51.6;1017.6;45.2;11.0;98.3;8.5;5.0;;0.61;partly-cloudy-day
14.3;8.9;11.4;14.3;8.7;11.4;6.8;73.9;1.254;100.0;12.5;rain;0.0;0.0;34.6;10.9;198.1;1014.4;82.8;14.2;69.3;5.9;3.0;;0.65;rain
13.7;9.6;12.1;13.7;9.6;12.1;7.4;73.5;1.905;100.0;8.33;rain;0.0;0.0;43.9;14.4;206.5;1011.7;79.0;14.1;36.6;3.3;2.0;;0.68;rain
10.8;7.4;9.0;10.8;4.9;8.5;7.2;89.0;12.779;100.0;12.5;rain;0.0;0.0;34.6;18.5;59.7;1016.3;83.1;10.8;59.5;5.2;3.0;;0.72;rain
7.9;5.2;6.9;6.2;1.5;4.3;5.4;90.5;5.583;100.0;16.67;rain;0.0;0.0;37.4;27.9;47.2;1013.7;89.9;14.6;32.8;2.8;1.0;;0.75;rain
7.1;4.6;5.5;7.1;2.5;4.6;2.8;82.9;0.137;100.0;4.17;rain;0.0;0.0;21.2;8.9;215.3;1019.4;80.1;11.7;43.9;3.8;2.0;;0.79;rain
9.5;2.8;6.2;9.5;2.8;6.1;2.4;77.6;0.0;0.0;0.0;;0.0;0.0;16.2;8.7;64.2;1022.2;58.1;11.9;85.3;7.2;4.0;;0.82;partly-cloudy-day
9.5;0.6;4.8;8.2;-1.7;3.0;2.2;84.0;0.0;0.0;0.0;;0.0;0.0;16.9;15.4;47.3;1019.9;51.0;11.2;87.4;7.5;4.0;;0.86;partly-cloudy-day
10.1;2.8;6.6;10.1;0.0;5.1;2.9;78.0;0.003;100.0;4.17;rain;0.0;0.0;22.7;11.3;52.6;1013.7;56.5;10.5;96.8;8.4;4.0;;0.9;rain
12.3;6.1;8.6;12.3;4.4;7.8;5.5;81.7;1.035;100.0;8.33;rain;0.0;0.0;16.9;10.3;54.6;1011.5;86.8;10.6;72.0;6.3;4.0;;0.93;rain
8.2;3.5;6.1;7.2;-1.0;3.0;2.8;79.3;1.199;100.0;12.5;rain;0.3;0.2;41.0;23.9;32.1;1011.1;92.3;12.5;25.1;2.3;1.0;;0.97;snow
5.3;0.4;3.4;3.7;-1.3;1.0;-3.7;60.3;1.543;100.0;4.17;rain;0.8;0.2;37.1;17.4;2.3;1016.6;78.8;13.5;73.2;6.4;4.0;;0.0;snow
5.4;-3.0;0.9;4.2;-3.0;0.5;-4.0;70.6;0.0;0.0;0.0;;0.0;0.0;19.1;8.1;317.2;1019.5;23.0;16.7;105.3;9.1;4.0;;0.03;partly-cloudy-day
6.9;-1.7;1.9;6.2;-4.5;-0.1;-1.3;79.7;0.0;0.0;0.0;;0.0;0.0;20.9;12.8;47.7;1017.8;41.5;12.2;102.1;8.9;4.0;;0.07;partly-cloudy-day
10.7;2.0;6.9;10.7;-1.7;6.1;3.8;81.9;9.752;100.0;12.5;rain;0.0;0.0;42.5;18.1;125.6;1009.3;87.1;16.0;70.5;6.2;3.0;;0.1;rain
8.2;1.4;4.7;6.2;-1.6;2.2;1.1;77.5;2.238;100.0;8.33;rain;0.0;0.0;58.0;24.3;210.0;1007.6;84.5;13.8;69.5;6.0;4.0;;0.13;rain
4.2;0.1;2.0;3.8;-2.0;1.1;-0.7;82.5;0.319;100.0;12.5;rain,snow;0.2;0.3;27.0;9.6;217.6;1013.9;89.6;12.2;79.9;6.9;3.0;;0.16;snow
0.7;-4.3;-1.0;0.3;-6.1;-1.9;-3.9;81.4;3.066;100.0;8.33;rain,snow;0.1;1.5;30.6;7.6;214.6;1024.1;63.3;10.6;96.7;8.4;4.0;;0.2;snow
1.7;-0.9;0.6;1.6;-2.6;-0.5;0.0;95.9;2.638;100.0;12.5;rain,snow;0.0;4.3;12.6;9.4;28.7;1025.5;97.5;5.4;46.1;4.0;2.0;;0.23;rain
6.5;1.6;3.6;4.1;-1.1;1.4;3.1;96.7;0.94;100.0;8.33;rain;0.0;1.3;16.6;16.1;46.3;1026.5;88.7;5.3;45.3;3.9;2.0;;0.25;rain
8.9;3.6;5.5;6.8;0.8;3.0;3.5;87.7;0.0;0.0;0.0;;0.0;0.1;20.2;14.9;41.3;1021.0;83.1;11.3;64.9;5.7;3.0;;0.29;partly-cloudy-day
10.0;2.9;6.0;9.1;-0.4;4.4;4.1;88.2;0.284;100.0;8.33;rain;0.0;0.0;24.8;14.0;52.0;1016.5;81.0;10.4;77.2;6.7;4.0;;0.33;rain
10.3;4.0;7.0;10.3;3.4;6.1;5.0;87.8;1.74;100.0;4.17;rain;0.0;0.0;39.6;16.6;59.1;1017.1;82.6;12.6;70.8;6.1;3.0;;0.36;rain
8.7;5.0;7.3;8.3;4.1;6.5;4.8;84.4;8.852;100.0;12.5;rain;0.0;0.0;45.4;17.7;161.9;1013.6;91.0;12.1;66.3;5.8;3.0;;0.39;rain
7.3;4.3;5.3;7.3;2.4;4.5;0.9;73.3;0.703;100.0;8.33;rain;0.0;0.0;27.4;9.1;16.4;1021.8;83.0;14.7;53.9;4.7;2.0;;0.42;rain
7.5;4.1;5.7;7.1;2.9;5.5;1.8;76.3;0.0;0.0;0.0;;0.0;0.0;19.4;6.6;214.1;1027.1;84.6;12.6;79.3;7.0;3.0;;0.46;partly-cloudy-day
8.7;3.3;5.6;8.0;3.2;5.2;2.0;78.0;0.0;0.0;0.0;;0.0;0.0;23.8;9.8;226.2;1024.0;62.8;16.7;100.8;8.8;4.0;;0.5;partly-cloudy-day
5.7;-0.2;3.0;4.2;-0.2;2.0;0.9;86.4;0.0;0.0;0.0;;0.0;0.0;31.7;15.4;232.3;1021.4;64.1;10.4;77.3;6.7;4.0;;0.52;partly-cloudy-day
7.6;1.4;4.3;5.8;-0.3;3.1;0.6;77.4;0.168;100.0;8.33;rain,snow;0.0;0.0;31.3;11.2;214.1;1020.9;76.8;14.4;55.9;4.7;2.0;;0.56;rain
7.4;-0.6;3.9;6.6;-3.2;3.0;0.5;79.5;14.99;100.0;8.33;rain,snow;2.0;1.2;42.1;9.9;256.4;1012.9;92.8;12.1;20.8;1.7;1.0;;0.59;snow
0.4;-5.3;-1.9;0.4;-7.0;-2.4;-3.7;87.8;4.084;100.0;12.5;rain,snow;3.6;6.1;28.1;7.2;42.0;1019.1;79.9;12.7;93.7;8.0;4.0;;0.63;snow
-0.2;-10.5;-5.0;-0.4;-10.5;-5.6;-8.3;78.0;0.0;0.0;0.0;;0.0;6.5;22.0;8.8;69.1;1021.9;43.6;13.8;113.0;9.7;5.0;;0.66;partly-cloudy-day
1.3;-5.3;-1.6;1.2;-5.9;-1.8;-4.8;78.9;0.0;0.0;0.0;;0.0;6.1;13.3;6.3;188.5;1023.9;78.2;13.1;103.1;8.8;5.0;;0.7;partly-cloudy-day
-0.5;-9.4;-4.5;-1.4;-14.0;-7.0;-8.2;76.6;0.0;0.0;0.0;;0.0;4.8;17.3;9.2;49.8;1022.5;64.9;9.5;71.7;6.2;3.0;;0.75;partly-cloudy-day
-0.3;-4.5;-2.3;-0.4;-4.9;-2.8;-4.7;83.8;43.014;100.0;4.17;snow;0.0;3.9;16.6;9.3;208.4;1023.4;87.2;9.1;90.0;7.8;4.0;;0.77;snow
0.4;-1.5;-0.8;0.4;-2.9;-1.1;-3.3;83.0;32.413;100.0;4.17;rain,snow;0.0;3.1;20.5;7.0;217.4;1024.7;98.3;5.8;85.1;7.2;4.0;;0.8;rain
0.5;-2.6;-1.2;-3.9;-8.4;-5.8;-5.3;73.4;3.108;100.0;4.17;snow;0.0;2.1;27.0;20.9;51.4;1024.4;73.1;12.4;81.1;6.9;4.0;;0.84;rain
3.9;-1.4;0.9;3.9;-5.0;-1.9;-1.5;84.5;1.254;100.0;16.67;rain,snow;0.5;2.7;39.2;12.8;47.9;1014.1;96.7;10.7;45.1;3.9;2.0;;0.87;snow
8.0;3.3;5.1;7.2;2.2;4.0;1.4;77.5;0.809;100.0;12.5;rain;0.0;0.9;67.0;16.1;163.1;1010.0;87.6;16.3;77.2;6.7;3.0;;0.91;rain
6.1;0.4;4.0;3.5;-3.0;0.8;-1.9;66.3;2.028;100.0;4.17;rain;0.0;0.3;76.0;25.4;220.9;1013.6;65.5;17.0;104.1;8.9;4.0;;0.94;rain
1.9;-0.4;0.5;-0.2;-4.4;-2.6;-2.2;83.0;5.063;100.0;12.5;rain,snow;0.9;1.0;41.8;16.2;43.5;1015.2;90.0;11.4;69.9;6.1;3.0;;0.98;snow
-0.2;-3.4;-1.4;-0.4;-7.4;-4.2;-2.2;94.5;3.538;100.0;8.33;rain,snow;6.5;4.6;35.3;14.8;6.9;1005.7;90.0;6.5;24.3;2.2;1.0;;0.0;snow
-1.3;-5.3;-3.4;-1.3;-7.5;-4.7;-6.0;82.6;0.351;100.0;4.17;snow;0.0;7.8;18.7;9.5;122.3;1015.2;77.1;12.0;90.6;7.7;4.0;;0.04;snow
-0.8;-4.2;-2.9;-2.6;-8.0;-6.2;-6.9;75.0;0.389;100.0;12.5;rain,snow;0.2;9.7;24.5;14.3;26.0;1013.8;96.2;9.8;85.5;7.6;3.0;;0.08;snow
-2.9;-9.3;-6.1;-5.5;-14.1;-8.5;-10.7;70.5;0.0;0.0;0.0;;0.0;9.5;18.0;10.8;226.6;1019.3;18.6;14.8;97.7;8.5;4.0;;0.11;clear-day
0.0;-10.2;-5.2;-1.6;-15.8;-9.6;-9.4;72.7;0.0;0.0;0.0;;0.0;8.1;22.3;15.3;54.4;1024.7;52.8;14.3;105.5;9.1;5.0;;0.14;partly-cloudy-day
6.6;-2.9;2.2;5.5;-7.5;0.1;-2.3;72.9;0.0;0.0;0.0;;0.0;5.9;38.5;13.1;15.4;1021.4;70.0;16.2;101.1;8.8;4.0;;0.18;partly-cloudy-day
6.5;1.5;3.7;6.5;0.1;3.1;1.5;85.9;1.802;100.0;4.17;rain,snow;0.0;1.5;38.5;8.3;55.2;1014.0;90.0;15.2;88.8;7.6;4.0;;0.21;rain
3.3;0.8;2.2;2.9;-0.1;1.4;1.8;97.1;6.197;100.0;16.67;rain,snow;0.0;0.3;18.4;7.7;55.2;1007.7;93.5;10.0;65.7;5.8;3.0;;0.24;rain
5.6;2.5;3.8;5.5;1.8;3.2;1.8;87.3;0.679;100.0;12.5;rain;0.5;0.1;54.0;12.1;215.4;1004.7;85.6;11.4;81.4;7.2;4.0;;0.25;snow
6.3;2.7;4.4;4.5;-0.5;2.6;2.1;85.1;7.611;100.0;12.5;rain;0.0;0.6;59.0;26.3;156.1;999.1;83.6;14.8;29.8;2.5;2.0;;0.31;rain
1.8;-3.5;-0.8;-2.2;-6.8;-4.4;-6.6;66.1;1.139;100.0;8.33;rain,snow;0.0;1.2;43.2;17.3;309.7;1008.1;82.0;15.3;64.1;5.6;3.0;;0.34;rain
1.7;-3.7;-1.2;0.6;-6.8;-3.3;-4.4;79.0;0.234;100.0;8.33;rain,snow;0.0;0.6;38.2;11.4;232.5;1021.0;66.7;14.9;70.0;6.1;3.0;;0.37;rain
1.7;-2.8;-0.5;0.9;-3.4;-1.4;-3.0;83.6;0.0;0.0;0.0;;0.0;0.2;19.4;9.5;109.8;1025.2;55.3;14.0;113.7;9.7;5.0;;0.41;partly-cloudy-day
3.6;-1.6;0.6;3.6;-3.5;0.0;-3.1;76.8;0.0;0.0;0.0;;0.0;0.0;24.8;10.2;100.4;1025.0;68.9;12.0;91.7;7.9;4.0;;0.44;partly-cloudy-day
7.9;-1.3;2.0;7.9;-4.1;0.4;-2.1;75.8;0.0;0.0;0.0;;0.0;0.1;20.2;10.0;59.9;1024.1;60.0;12.6;116.8;9.9;5.0;;0.47;partly-cloudy-day
2.3;-0.1;1.1;0.5;-3.6;-1.2;-0.5;89.5;3.855;100.0;8.33;rain,snow;0.0;0.1;21.2;11.1;61.4;1020.6;84.9;10.8;58.8;5.0;3.0;;0.5;rain
4.4;0.5;2.0;1.8;-1.3;0.3;0.9;92.4;3.861;100.0;4.17;rain,snow;0.5;0.3;16.9;12.1;52.5;1019.7;87.9;8.7;52.4;4.6;3.0;;0.54;snow
9.5;1.2;4.7;8.5;-1.2;3.0;1.5;80.8;0.0;0.0;0.0;;0.0;0.0;32.0;11.0;68.3;1015.7;61.0;13.0;102.3;8.9;4.0;;0.57;partly-cloudy-day
7.7;3.7;5.7;5.3;0.9;3.3;0.3;68.4;0.236;100.0;8.33;rain;0.0;0.0;50.4;16.4;69.5;1008.5;78.6;16.0;112.1;9.7;5.0;;0.61;rain
9.0;4.6;6.7;8.2;3.4;5.9;1.9;72.3;0.465;100.0;8.33;rain;0.0;0.0;35.6;10.4;171.2;1011.0;84.1;17.0;101.7;8.8;5.0;;0.64;rain
8.7;5.2;7.0;6.8;2.5;4.9;1.8;69.9;3.202;100.0;12.5;rain;0.0;0.0;56.9;16.1;174.9;1007.2;87.2;15.3;47.0;4.1;2.0;;0.68;rain
6.6;1.8;4.9;6.6;1.8;4.6;2.0;81.5;0.82;100.0;8.33;rain;0.0;0.0;31.0;7.3;125.1;1007.6;77.2;15.4;68.7;5.9;3.0;;0.71;rain
8.5;-0.5;3.7;8.0;-0.9;3.3;1.0;83.8;0.0;0.0;0.0;;0.0;0.0;23.8;8.2;80.7;1012.6;38.7;13.3;110.5;9.6;5.0;;0.75;partly-cloudy-day
10.3;0.7;5.6;10.3;0.7;5.3;0.7;72.7;0.0;0.0;0.0;;0.0;0.0;27.4;12.1;109.2;1015.8;60.4;13.5;125.0;10.8;5.0;;0.78;partly-cloudy-day
10.2;3.8;7.0;10.2;1.4;6.0;1.1;66.9;0.0;0.0;0.0;;0.0;0.0;42.1;16.2;98.6;1011.9;71.3;15.3;89.5;7.6;4.0;;0.81;partly-cloudy-day
9.8;3.8;7.0;8.2;2.6;5.9;1.5;68.5;0.611;100.0;4.17;rain;0.0;0.0;43.9;21.1;167.3;1010.8;78.9;16.7;92.9;8.0;4.0;;0.85;rain
7.0;1.9;4.6;3.7;0.7;2.0;0.0;72.5;1.908;100.0;4.17;rain;0.0;0.0;63.4;25.6;218.2;1014.9;75.0;16.1;95.3;8.4;4.0;;0.88;rain
8.7;-1.6;3.2;7.5;-1.6;2.9;-1.4;73.6;0.006;100.0;4.17;rain,snow;0.0;0.0;23.4;8.2;251.6;1023.1;15.3;16.6;144.4;12.3;6.0;;0.91;rain
12.6;-1.5;4.6;12.6;-4.3;3.8;-1.2;69.4;0.0;0.0;0.0;;0.0;0.0;17.3;7.5;50.8;1024.6;13.3;14.1;144.8;12.4;6.0;;0.95;clear-day
14.7;-0.2;6.3;14.7;-3.1;5.2;-0.5;65.5;0.0;0.0;0.0;;0.0;0.0;17.3;10.5;48.9;1024.6;23.5;14.4;138.0;11.9;5.0;;0.98;partly-cloudy-day
9.3;3.6;6.2;7.5;0.4;3.7;1.3;71.4;4.631;100.0;8.33;rain;0.0;0.0;45.7;15.6;44.5;1018.0;72.2;16.6;73.9;6.5;3.0;;0.05;rain
8.2;4.7;5.8;5.8;1.8;3.2;4.2;89.7;11.882;100.0;12.5;rain;0.0;0.0;28.8;14.7;46.9;1013.6;80.5;14.4;68.4;5.9;3.0;;0.08;rain
8.5;4.1;5.7;7.9;3.0;4.9;4.5;92.3;16.235;100.0;12.5;rain;0.1;0.1;25.9;10.7;41.1;1013.9;87.2;13.9;84.8;7.3;4.0;;0.12;snow
7.4;3.3;5.1;5.5;1.4;3.7;3.0;87.4;0.524;100.0;8.33;rain;0.0;0.0;25.9;13.8;29.4;1015.8;89.2;14.8;61.7;5.3;3.0;;0.15;rain
6.7;3.3;5.0;6.3;1.0;3.5;1.7;79.7;2.624;100.0;16.67;rain;0.0;0.0;21.6;14.3;36.8;1018.9;81.8;13.6;98.5;8.4;4.0;;0.19;rain
9.1;0.6;4.8;8.1;0.6;4.2;0.4;74.5;0.0;0.0;0.0;;0.0;0.0;26.3;11.7;161.2;1019.7;44.9;11.7;148.8;12.8;6.0;;0.22;partly-cloudy-day
11.5;-0.2;5.6;11.5;-1.1;5.5;0.1;70.3;0.0;0.0;0.0;;0.0;0.0;40.0;14.6;181.1;1017.0;32.5;15.4;147.3;12.6;6.0;;0.25;partly-cloudy-day
10.6;2.8;6.8;10.6;1.8;5.8;1.6;70.3;0.008;100.0;4.17;rain;0.0;0.0;33.5;15.0;51.0;1017.9;61.2;15.5;114.7;10.0;5.0;;0.25;rain
7.0;2.5;5.7;5.0;-1.7;2.3;0.9;71.5;0.006;100.0;4.17;rain;0.0;0.0;43.9;26.0;41.9;1015.5;84.6;15.6;81.0;7.1;3.0;;0.32;rain
6.2;1.2;3.4;2.8;-3.6;-0.9;-1.6;70.2;0.0;0.0;0.0;;0.0;0.0;43.6;23.5;45.2;1016.4;69.4;17.2;90.2;7.8;3.0;;0.36;partly-cloudy-day
7.5;2.2;4.3;6.3;-1.8;1.4;-2.7;61.5;0.0;0.0;0.0;;0.0;0.0;28.4;16.2;41.9;1021.9;68.4;17.5;115.5;9.9;5.0;;0.39;partly-cloudy-day
9.1;-1.6;3.7;8.7;-2.1;3.1;-3.1;63.4;0.0;0.0;0.0;;0.0;0.0;16.2;7.5;53.7;1024.2;15.4;14.9;172.8;15.0;6.0;;0.42;clear-day
12.4;-1.8;4.6;12.4;-1.8;4.3;-2.8;62.3;0.0;0.0;0.0;;0.0;0.0;28.1;13.3;269.2;1022.2;0.3;15.5;175.6;15.1;6.0;;0.46;clear-day
12.0;-0.5;5.2;12.0;-0.5;4.9;-2.6;59.5;0.0;0.0;0.0;;0.0;0.0;22.0;8.7;345.5;1021.9;18.4;13.6;158.4;13.6;6.0;;0.5;clear-day
12.8;-1.9;5.2;12.8;-2.8;4.9;-3.1;59.3;0.0;0.0;0.0;;0.0;0.0;24.5;9.7;118.3;1020.4;1.5;15.2;175.5;15.3;7.0;;0.52;clear-day
12.5;-1.8;5.2;12.5;-1.8;4.8;-3.0;58.3;0.0;0.0;0.0;;0.0;0.0;27.4;12.8;339.2;1020.5;26.1;14.4;168.3;14.4;6.0;;0.56;partly-cloudy-day
11.2;-1.0;4.8;11.2;-2.2;4.5;-2.1;63.7;0.0;0.0;0.0;;0.0;0.0;37.4;16.3;237.2;1017.5;15.6;14.8;165.7;14.3;6.0;;0.59;clear-day
5.8;3.3;4.5;5.1;1.8;3.1;0.5;75.4;0.827;100.0;4.17;rain;0.0;0.0;18.4;14.0;64.0;1018.1;67.3;12.7;131.8;11.1;5.0;;0.62;rain
8.0;2.8;5.1;6.1;0.3;2.6;2.3;82.4;1.017;100.0;8.33;rain;0.0;0.0;24.5;15.1;46.7;1023.7;75.1;15.6;113.9;9.8;4.0;;0.66;rain
